,GEOID10,smallest_distance
138,550250107021,1.1932382659181602
139,550250005033,0.8473740297580316
140,550250005042,0.9736597394303779
141,550250109041,4.610961309205413
142,550250108005,0.5535187802128491
143,550250108003,2.790549350133171
144,550250011012,0.3712718678053717
145,550250011021,0.4978227572759546
146,550250011011,0.6277433378646913
147,550250011022,0.07226651025155383
148,550250016043,0.04674096875749175
149,550250016031,0.024564188014168535
150,550250016061,0.05461112042048972
151,550250016032,0.20835912013958063
152,550250016052,0.12692070370489822
153,550250016063,0.26595280294069223
154,550250017051,0.5302595952357473
155,550250105012,1.4859163374230906
156,550250014023,0.025307432422414903
157,550250026022,0.46443318911285014
158,550250105011,3.306206791817934
159,550250016044,0.06027007031309672
160,550250016041,0.1742316777590779
161,550250017042,0.1698466928837053
162,550250017041,0.02042455118610063
163,550250016062,0.10184162444060992
164,550250017053,0.0810662664234207
165,550250016051,0.20322976885103577
166,550250018042,0.2554518507648091
167,550250025002,0.2576538468793737
168,550250026023,0.9702790010817524
169,550250014022,0.6722164968547554
170,550250014021,0.3219395198826228
171,550250014024,0.9119510618134412
172,550259917020,0.32159232901992557
173,550259917030,0.27950678883483265
174,550250017052,0.34869109045409624
175,550250013001,0.09662679373454527
176,550250013002,0.3134345551922442
177,550250014013,0.31150778931556583
178,550250014011,0.46056062345746973
179,550250026032,1.3342759895697234
180,550250026021,1.3279218491532043
181,550250114022,2.322185204024117
182,550250114013,4.331697077014031
183,550250114012,3.3137944618471202
184,550250014014,0.16583554046191432
185,550250014012,0.4093765391399628
186,550250015012,0.36849827017391257
187,550250015011,0.318722000413577
188,550250018022,0.5865414220480963
189,550250019005,0.4877671548668388
190,550250019001,0.5055786292902531
191,550250019003,0.5952874047998796
192,550250019004,0.08514864035257548
193,550250019002,0.22228530717582984
194,550250020004,0.09141212854868272
195,550250105021,3.9451815863045288
196,550250102001,0.6641106987025708
197,550250018042,0.2554518507648091
198,550259917020,0.32159232901992557
199,550250114021,3.944040675346421
